Index,RAP_ID,Transcript_ID,Description,Position,Gene_Symbol,Gene_Name,GO
443,OS07G0187200,Os07t0187200-01 ; Os07t0187200-02,"FAD linked oxidase, N-terminal domain containing protein. (Os07t0187200-01) D-lactate dehydrogenase, Multiple abiotic stress tolerance (Salinity, Oxidative, Drought, etc.) (Os07t0187200-02)",chr07:4652793..4660423 (+ strand),"OsD-LDH2 ; OsD-LDH2, D2HGDH, OsD2HGDH ; D-LDH2","D-lactate dehydrogenase 2 ; D-lactate dehydrogenase 2, D-2-hydroxyglutarate dehydrogenase ; D-LACTATE DEHYDROGENASE 2",Molecular Function: catalytic activity (GO:0003824) FAD binding (GO:0071949) flavin adenine dinucleotide binding (GO:0050660)
444,OS07G0615900,Os07t0615900-01 ; Os07t0615900-02,"GATA transcription factor, Multi-stress responsive transcription factor, Response to salinity and drought (Os07t0615900-01) GATA transcription factor, Splice variant (Os07t0615900-02)",chr07:25372046..25376126 (+ strand),"OsGATA23, OsGATA23a, OsGATA23b ; GATA23","GATA transcription factor 23 ; GATA transcription factor 23, GATA factor 23 ; GATA TRANSCRIPTION FACTOR 23",Biological Process: regulation of DNA-templated transcription (GO:0006355)Molecular Function: sequence-specific DNA binding (GO:0043565) zinc ion binding (GO:0008270)
445,OS08G0135400,Os08t0135400-01,"C3HC4-type RING finger protein HC-2, E3-ubiquitin ligase, Salinity tolerance through low Na+ accumulation (Os08t0135400-01)",chr08:2007908..2011520 (+ strand),"OsSIRHC-2 ; OsRFPHC-2, OsRING87, RING87, OsvWA25, vWA25, OsRGLG4, RGLG4 ; RFPHC-2","salt-induced RING finger protein HC-2 ; RING finger protein OsRFPHC-2, RING-HC protein 2, RING-type E3 ubiquitin ligase 87, von Willebrand factor A25, RING DOMAIN LIGASE4, RING DOMAIN LIGASE 4 ; RING-HC PROTEIN 2",
446,OS08G0157600,Os08t0157600-01 ; Os08t0157600-02,"MYB transcription factor, Circadian clock, Tolerance to salinity, osmotic, and drought stresses (Os08t0157600-01) Similar to LHY protein. (Os08t0157600-02)",chr08:3360865..3373384 (+ strand),"CCA1, OsCCA1, OsLHY, LHY-like_chr.8, COC1 ; OsCCA1, OsLHY, LHY, LHY-like_chr.8, COC1, DLN203, OsDLN203, LEM1, OsLEM1, Nhd1, OsNhd1 ; CCA1","CIRCADIAN CLOCK ASSOCIATED 1, LATE ELONGATED HYPOCOTYL ; LATE ELONGATED HYPOCOTYL, DLN repressor 203, DLN motif protein 203, lvp1 enhancer mutant 1, N-mediated heading date1 ; CIRCADIAN CLOCK ASSOCIATED 1",Molecular Function: DNA binding (GO:0003677)
447,OS08G0199300,Os08t0199300-01,"Ancient YchF-type P-loop NTPase, A member of the YchF subfamily, Unconventional G protein, Plant defense response, Salinity stress tolerance (Os08t0199300-01)",chr08:5746738..5751829 (+ strand),"OsYchF1 ; OsYchF1, YchF1, OsPM8ATP ; YCHF1",YchF domain-containing protein 1 ; YCHF DOMAIN-CONTAINING PROTEIN 1,Molecular Function: ATP binding (GO:0005524) ATP hydrolysis activity (GO:0016887) GTP binding (GO:0005525)
448,OS08G0430500,Os08t0430500-01 ; Os08t0430500-02 ; Os08t0430500-03,"14-3-3 protein, Florigen receptor, Flowering, Regulation of salinity tolerance and blast resistance (Os08t0430500-01) Similar to 14-3-3-like protein S94. (Os08t0430500-02) Similar to 14-3-3-like protein GF14-C. (Os08t0430500-03)",chr08:20812503..20815627 (- strand),"GF14C, GF14c, OsGF14c ; GF14c, OsGF14c, 14-3-3c ; GF14C","G-BOX FACTOR 14-3-3C PROTEIN, G-box factor 14-3-3c protein ; G-box factor 14-3-3c protein ; G-BOX FACTOR 14-3-3C PROTEIN",
449,OS08G0436700,Os08t0436700-01,"NAC transcription factor, Tolerance to salinity stress (Os08t0436700-01)",chr08:21218225..21220249 (+ strand),"ONAC063 ; ONAC063, ONAC63 ; NAC63","NAC domain-containing protein 063, NAC domain-containing protein 63 ; NAC DOMAIN-CONTAINING PROTEIN 63",Biological Process: regulation of DNA-templated transcription (GO:0006355)Molecular Function: DNA binding (GO:0003677)
450,OS08G0537900,Os08t0537900-01 ; Os08t0537900-02 ; Os08t0537900-03,"Similar to predicted protein. (Os08t0537900-01) Hypothetical conserved gene. (Os08t0537900-02) ERF-X-type transcription factor, Negative regulation of shoot growth and tolerance to salinity stress (Os08t0537900-03)",chr08:26887813..26895496 (+ strand),"OsERF106MZ ; DERF7, OsDERF7, OsERF#106, OsERF106, AP2/EREBP#111, AP2/EREBP111, OsERF106MZ, ERF106MZ ; ERF106","ethylene-responsive factor 106 MZ ; drought-responsive ethylene response factor 7, drought-responsive ERF 7, ethylene response factor 106, APETALA2/ethylene-responsive element binding protein 111 ; ETHYLENE RESPONSE FACTOR 106",Biological Process: ethylene-activated signaling pathway (GO:0009873) regulation of DNA-templated transcription (GO:0006355)Molecular Function: DNA binding (GO:0003677) DNA-binding transcription factor activity (GO:0003700)
451,OS09G0127300,Os09t0127300-01,"Cinnamoyl-CoA reductase 17, Response to biotic and abiotic stresses (M. grisea and Xoo infections, UV irradiation and high salinity) (Os09t0127300-01)",chr09:2083449..2086572 (- strand),OsCCR17 ; CCR17,Cinnamoyl-CoA reductase 17 ; CINNAMOYL-COA REDUCTASE 17,
452,OS09G0478600,Os09t0478600-01,"RING-H2 type E3 ligase, Drought and salinity tolerance, Regulation of ABA signaling (Os09t0478600-01)",chr09:18351718..18352651 (- strand),"OsRF1 ; OsRF1, OsRING279, RING279 ; RF1","RING finger protein 1, RING-type E3 ubiquitin ligase 279 ; RING FINGER PROTEIN 1",Molecular Function: zinc ion binding (GO:0008270)
453,OS09G0537700,Os09t0537700-02,"S-like ribonuclease, Salinity tolerance, Abiotic stress response, Regulation of photomorphogenesis (Os09t0537700-02)",chr09:21155963..21157945 (- strand),"RNS4, OsRNS4, OsRRP, RNaseDIS ; OsRNS4, OsRRP, RNaseDIS ; RNS4","RIBONUCLEASE 4, RNase 4, RNase-related protein, drought-induced S-like RNase, RNase DIS, drought induced S-like RNase homologue ; RNase 4, RNase-related protein, drought-induced S-like RNase, RNase DIS, drought induced S-like RNase homologue ; RIBONUCLEASE 4",Molecular Function: ribonuclease T2 activity (GO:0033897) RNA binding (GO:0003723)
454,OS10G0418100,Os10t0418100-01,"Calcium-transporting ATPase, Salinity stress tolerance (Os10t0418100-01)",chr10:14681977..14685413 (- strand),"ACA8, osACA8, OsACA7 ; osACA8, OsACA7, ACA13 ; ACA8","CA2+-ATPASE 8, Ca2+ P-Type ATPase 8 ; Ca2+ P-Type ATPase 8, auto-inhibited Ca2+-ATPase 13 ; CA2+-ATPASE 8",Biological Process: calcium ion transmembrane transport (GO:0070588)Molecular Function: ATP binding (GO:0005524) ATP hydrolysis activity (GO:0016887) nucleotide binding (GO:0000166) P-type calcium transporter activity (GO:0005388) transporter activity (GO:0005215)Cellular Component: membrane (GO:0016020)
455,OS10G0530200,Os10t0530200-01,"Glutathione S-transferase, Mediation of heterosis for salinity tolerance (Os10t0530200-01)",chr10:20610080..20611336 (+ strand),OsGSTU26 ; GSTU26,TAU GLUTATHIONE S-TRANSFERASE 26,Biological Process: glutathione metabolic process (GO:0006749)Molecular Function: glutathione transferase activity (GO:0004364)
456,OS11G0163500,Os11t0163500-01,"Trihelix transcription factor, Positive regulation of responses to salt stress, Salinity adaptation (Os11t0163500-01)",chr11:3091820..3096321 (+ strand),"OsGTγ-2, OsGTgamma-2 ; OsMSL37, DLN247, OsDLN247, OsGTgamma-2, GTgamma-2 ; MSL37","GT factor gamma-2 ; Myb/SANT-LIKE 37, DLN repressor 247, DLN motif protein 247, GT factor gamma-2 ; MYB/SANT-LIKE 37",
457,OS11G0175500,Os11t0175500-01 ; Os11t0175500-02,"RING finger E3 ligase, Negative regulator in response to salinity (Os11t0175500-01) Zinc finger, RING/FYVE/PHD-type domain containing protein. (Os11t0175500-02)",chr11:3749274..3755192 (+ strand),"OsSADR1 ; OsRFP, OsSADR1, OsSADRI, SADRI, OsRING105, RING105 ; SADR1","""Oryza sativa salt, ABA and drought stress-induced RING finger protein 1"" ; RING finger protein, ""Salt-, ABA- and Drought-Induced RING Finger Protein 1"", ""salt, ABA and drought stress-induced RING finger protein 1"", RING-type E3 ubiquitin ligase 105 ; SALT, ABA AND DROUGHT STRESS-INDUCED RING FINGER PROTEIN 1",Molecular Function: metal ion binding (GO:0046872)
458,OS11G0636900,Os11t0636900-01 ; Os11t0636900-02,"Similar to Splicing factor U2af large subunit A. (Os11t0636900-01) U2 snRNP auxiliary factor large subunit A, Response to drought, high salinity, low temperature, and heavy metal exposure (Os11t0636900-02)",chr11:25148722..25153451 (- strand),"OsU2AF65A ; OsU2AF65A, RRM1-201, OsRRM1-201 ; U2AF65A","U2 snRNP Auxiliary Factor Large Subunit A ; Splicing factor U2af large subunit A, U2 auxiliary factor 65 kDa subunit A, U2 snRNP Auxiliary Factor Large Subunit A, RNA recognition motif domain protein 1-201 ; SPLICING FACTOR U2AF LARGE SUBUNIT A",Biological Process: mRNA processing (GO:0006397)Molecular Function: nucleic acid binding (GO:0003676) RNA binding (GO:0003723)Cellular Component: nucleus (GO:0005634)
459,OS12G0180800,Os12t0180800-01,"Basic helix-loop-helix transcription factor 110, Positive regulation of abscisic acid biosynthesis and salinity tolerance (Os12t0180800-01)",chr12:4074528..4080686 (- strand),"OsbHLH110 ; OsbHLH179, bHLH179",basic helix-loop-helix transcription factor 110 ; basic helix-loop-helix protein 179,Biological Process: regulation of DNA-templated transcription (GO:0006355)Molecular Function: DNA-binding transcription factor activity (GO:0003700) protein dimerization activity (GO:0046983)
460,OS12G0548300,Os12t0548300-01 ; Os12t0548300-02 ; Os12t0548300-03,"Nucleoside diphosphate kinase, Regulation of chloroplast development and chlorophyll biosynthesis, Abiotic stress response (ABA and salinity) (Os12t0548300-01) Similar to Nucleoside diphosphate kinase (Fragment). (Os12t0548300-02) Similar to Nucleoside diphosphate kinase (Fragment). (Os12t0548300-03)",chr12:22182885..22189908 (+ strand),"OsNDPK2, WSL12 ; OsNDPK2, NDPK2, BIP114 ; YSS2","NUCLEOSIDE DIPHOSPHATE KINASE 2, Nucleoside diphosphate kinase 2, White stripe leaf 12 ; nucleoside diphosphate kinase 2, brassinosteroid receptor kinase (BRI1)-interacting protein 114, BRI1-interacting protein 114, brassinosteroid receptor kinase-interacting protein 114 ; YOUNG SEEDLING STRIPE 2",Biological Process: CTP biosynthetic process (GO:0006241) GTP biosynthetic process (GO:0006183) UTP biosynthetic process (GO:0006228)Molecular Function: nucleoside diphosphate kinase activity (GO:0004550)
461,OS02G0553200,Os02t0553200-01,"Thylakoid membrane-bound ascorbate peroxidase, Tolerance to bacterial blight, Response to NaCl (Os02t0553200-01)",chr02:20868385..20872077 (- strand),"APX8, OsAPx8, OsAPx08, OSAPX8, APx8, OsAPX8 ; OsAPx8, OsAPx08, OSAPX8, APx8, OsAPX8 ; APX8","ASCORBATE PEROXIDASE 8, ascorbate peroxidase 8 ; ascorbate peroxidase 8 ; ASCORBATE PEROXIDASE 8",Biological Process: cellular response to oxidative stress (GO:0034599) response to oxidative stress (GO:0006979)Molecular Function: heme binding (GO:0020037) peroxidase activity (GO:0004601)
462,OS03G0167200,Os03t0167200-01,"IQ-motif containing protein 2, Nucleotide excision repair, Response to PEG, NaCl, ABA and MeJA stress (Os03t0167200-01)",chr03:3631183..3635525 (- strand),"OsIQM2 ; OsSTA91, OsIQM2 ; IQM2",IQ-Motif Containing protein 2 ; IQ motif containing protein 2 ; IQ MOTIF CONTAINING PROTEIN 2,
463,OS03G0374500,Os03t0374500-01,"IQ-motif containing protein 3, Response to PEG, NaCl, ABA and MeJA stress (Os03t0374500-01)",chr03:14739099..14741603 (- strand),OsIQM3 ; IQM3,IQ-Motif Containing protein 3 ; IQ motif containing protein 3 ; IQ MOTIF CONTAINING PROTEIN 3,
464,OS07G0633400,Os07t0633400-01,"IQ-motif containing protein 5, Response to PEG, NaCl, ABA and MeJA stress (Os07t0633400-01)",chr07:26287974..26291065 (+ strand),OsIQM5 ; IQM5,"IQ-Motif Containing protein 5 ; Calmodulin-binding protein, IQ motif containing protein 5 ; IQ MOTIF CONTAINING PROTEIN 5",
465,OS11G0151002,Os11t0151002-01,"IQ-motif containing protein 7, Response to PEG, NaCl, ABA and MeJA stress (Os11t0151002-01)",chr11:2367903..2372136 (- strand),OsIQM7 ; IQM7,IQ-Motif Containing protein 7 ; IQ motif containing protein 7 ; IQ MOTIF CONTAINING PROTEIN 7,
466,OS12G0149900,Os12t0149900-01 ; Os12t0149900-02,"IQ-motif containing protein 8, Response to PEG, NaCl, ABA and MeJA stress (Os12t0149900-01) IQ calmodulin-binding region domain containing protein. (Os12t0149900-02)",chr12:2451806..2455614 (- strand),OsIQM8 ; IQM8,IQ-Motif Containing protein 8 ; IQ motif containing protein 8 ; IQ MOTIF CONTAINING PROTEIN 8,
467,OS03G0390200,Os03t0390200-01 ; Os03t0390200-02,"Serine/threonine protein kinase, Hyperosmotic stress response (Os03t0390200-01) Serine/threonine-protein kinase SAPK1 (EC 2.7.1.37) (Osmotic stress/abscisic acid-activated protein kinase 1). (Os03t0390200-02)",chr03:15628109..15632425 (- strand),"SAPK1, OsSAPK1 ; OsSAPK1, OsSnRK2.1, SnRK2.1 ; SAPK1","STRESS/ABA-ACTIVATED PROTEIN KINASE 1, stress/ABA-activated protein kinase 1, Stress-Activated Protein Kinase 1 ; stress/ABA-activated protein kinase 1, Stress-Activated Protein Kinase 1, Sucrose nonfermenting-1-related protein kinase 2.1 ; STRESS/ABA-ACTIVATED PROTEIN KINASE 1",Biological Process: protein phosphorylation (GO:0006468)Molecular Function: ATP binding (GO:0005524) protein kinase activity (GO:0004672)
468,OS01G0182600,Os01t0182600-01 ; Os01t0182600-03,"Orthologue of the Arabidopsis GIGANTEA, Regulation of circadian rhythm and flowering time, Photoperiodic control of flowering, Osmotic stress response (Os01t0182600-01) GIGANTEA protein. (Os01t0182600-03)",chr01:4329362..4338486 (- strand),"GI, OsGI ; OsGI, Gi, Os-GI ; GI","GIGANTEA ; orthologue of the arabidopsis GIGANTEA, Gigantea, protein GIGANTEA, Os-GIGANTEA, OsGIGANTEA","Biological Process: regulation of photoperiodism, flowering (GO:2000028)"
469,OS01G0605400,Os01t0605400-01,"Gamete-expressed 3 protein, Anther development, Positive regulation of osmotic stress response by regulating ROS scavenging (Os01t0605400-01)",chr01:23847015..23850623 (+ strand),OsGEX3 ; GEX3,"gamete-expressed 3 ; Quinonprotein alcohol dehydrogenase-like domain-containing protein, gamete-expressed 3 ; GAMETE-EXPRESSED 3",Molecular Function: protein binding (GO:0005515)
470,OS02G0573500,Os02t0573500-01,"Monosaccharide transporter (STP subfamily), STP protein 10, Osmotic and drought stress response, Response to sucrose and fructose treatments (Os02t0573500-01)",chr02:21995524..22002502 (+ strand),OsSTP10 ; STP10,"STP protein 10 ; Sugar transporter STP10, STP protein 10, monosaccharide transporter STP10 ; SUGAR TRANSPORT PROTEIN 10",Biological Process: monosaccharide transmembrane transport (GO:0015749) transmembrane transport (GO:0055085)Molecular Function: carbohydrate transmembrane transporter activity (GO:0015144) monosaccharide transmembrane transporter activity (GO:0015145) transmembrane transporter activity (GO:0022857)Cellular Component: membrane (GO:0016020)
471,OS02G0666200,Os02t0666200-01 ; Os02t0666200-02,"Aquaporin, Water channel, Salt tolerance, Seed germination, Response to osmotic and chilling stress (Os02t0666200-01) Aquaporin. (Os02t0666200-02)",chr02:27044341..27047381 (+ strand),"OsPIP1 ; 1, RWC1 ; OsPIP1a, OsPIP1 ; 1, PIP1a, RWC-1, PIP1-1, RWC1, OsPIP1-1, PIP1 ; 1, PIP1-5 ; PIP1A","plasma membrane intrinsic protein 1 ; 1 ; Aquaporin PIP1-1, Plasma membrane intrinsic protein 1-1, Plasma membrane intrinsic protein 1a, Water channel protein RWC1, plasma membrane intrinsic protein 1-5 ; PLASMA MEMBRANE INTRINSIC PROTEIN 1A",Biological Process: transmembrane transport (GO:0055085)Molecular Function: channel activity (GO:0015267)Cellular Component: membrane (GO:0016020)
472,OS03G0157300,Os03t0157300-01 ; Os03t0157300-02,"Ca2+-permeable mechanosensitive channel, Regulation of plasma membrane Ca2+ influx, ROS generation induced by hypo-osmotic stress (Os03t0157300-01) Protein of unknown function Cys-rich family protein. (Os03t0157300-02)",chr03:3068969..3074025 (+ strand),"OsMCA1 ; OsMCA1, MCA1, OsDMT1, OsDMT1/OsMCA1 ; DMT1","Mid1-complementing activity1, Plasma membrane protein OsMCA1 ; Plasma membrane protein OsMCA1, Mid1-complementing activity1, dwarf and multi-tillering 1, Ca2+-permeable mechanosensitive channel 1 ; DWARF AND MULTI-TILLERING1",Biological Process: cell surface receptor signaling pathway (GO:0007166)
473,OS03G0230500,Os03t0230500-01,"Inositol 1,3,4-trisphosphate 5/6-kinase, Drought and salt tolerance, Negative regulator of osmotic stress signaling (Os03t0230500-01)",chr03:6902118..6907409 (+ strand),"DSM3, DSM3/OsITPK2, OsITL1, OsITPK2 ; OsITPK2, ITPK2, OsDSM3, OsITP5/6K-2, OsITL1 ; DSM3","3, 4-trisphosphate 5/6-kinase 2, DROUGHT- AND SALT-SENSITIVE MUTANT 3, drought- and salt-hypersensitive mutant 3, inositol 1 ; inositol 1, 3, 4-trisphosphate 5/6-kinase 2, drought- and salt-sensitive mutant 3 ; DROUGHT- AND SALT-SENSITIVE MUTANT 3","Biological Process: inositol trisphosphate metabolic process (GO:0032957)Molecular Function: ATP binding (GO:0005524) inositol-1,3,4-trisphosphate 5-kinase activity (GO:0052726) inositol-1,3,4-trisphosphate 6-kinase activity (GO:0052725) inositol-3,4,5,6-tetrakisphosphate 1-kinase activity (GO:0047325) magnesium ion binding (GO:0000287)"
474,OS03G0258200,Os03t0258200-01,"Carboxylesterase, Response to low-temperature, osmotic, and drought stress (Os03t0258200-01)",chr03:8352195..8353718 (+ strand),OsCXE3.2 ; CXE3.2,Carboxylesterase3.2 ; Carboxylesterase 3.2 ; CARBOXYLESTERASE 3.2,Molecular Function: hydrolase activity (GO:0016787)
475,OS03G0363600,Os03t0363600-01,"Monosaccharide transporter (ERD subfamily), ERD protein 2, Salt, osmotic and drought stress response (Os03t0363600-01)",chr03:14165596..14170408 (- strand),OsERD2 ; ERD2,"ERD protein 2 ; ERD protein 2, ERD-type monosaccharide transporter 2, monosaccharide transporter ERD2 ; ERD PROTEIN 2",Biological Process: carbohydrate transport (GO:0008643) transmembrane transport (GO:0055085)Molecular Function: sugar transmembrane transporter activity (GO:0051119) transmembrane transporter activity (GO:0022857)Cellular Component: membrane (GO:0016020)
476,OS03G0594400,Os03t0594400-01,"Monosaccharide transporter 2 (STP subfamily), STP protein 2, Salt, osmotic and drought stress response (Os03t0594400-01)",chr03:22092018..22095340 (- strand),"OsMST2, OsSTP2 ; OsMST2, OsSTP2, STP2 ; MST2","Monosaccharide transporter 2, STP protein 2 ; monosaccharide transporter 2, Sugar Transport Protein 2, STP protein 2, monosaccharide transporter STP2 ; MONOSACCHARIDE TRANSPORTER 2",Biological Process: monosaccharide transmembrane transport (GO:0015749) transmembrane transport (GO:0055085)Molecular Function: carbohydrate transmembrane transporter activity (GO:0015144) monosaccharide transmembrane transporter activity (GO:0015145) transmembrane transporter activity (GO:0022857)Cellular Component: membrane (GO:0016020)
